Lot URL,Lot/Inv #,Est. Retail value,Sale date,Year,Make,Model,Engine type,Cylinders,VIN,Title code,Odometer,Odometer description,Damage description,Current bid,My bid,Item number,Sale name,Auto grade,Sale light,Announcements
https://www.copart.com/lot/70134505/salvage-2016-toyota-tundra-crewmax-sr5-al-mobile,70134505,"29,005 USD",Future,2016,TOYT,TUNDRA CREWMAX SR5,5.7L  8,8,5TFDW5F15GX******,CERT OF TITLE-SALVAGED,"90,530 N",NOT ACTUAL,FRONT END,0 USD,0 USD,0,AL - MOBILE,0,N/A,N/A
https://www.copart.com/lot/70118135/salvage-2008-toyota-tacoma-prerunner-access-cab-al-mobile,70118135,"9,897 USD",Future,2008,TOYT,TACOMA PRERUNNER ACCESS CAB,2.7L  4,4,5TETX62N68Z******,CERT OF TITLE-SALVAGED,0 E,EXEMPT,FRONT END,0 USD,0 USD,0,AL - MOBILE,0,N/A,N/A
https://www.copart.com/lot/69812445/salvage-2014-audi-a5-premium-plus-al-mobile,69812445,"9,093 USD",Future,2014,AUDI,A5 PREMIUM PLUS,2.0L  4,4,WAULFAFR9EA******,CERT OF TITLE-SALVAGED,"124,060 A",ACTUAL,FRONT END,0 USD,0 USD,0,AL - MOBILE,0,N/A,N/A
https://www.copart.com/lot/69802465/salvage-2018-honda-civic-exl-al-mobile,69802465,"7,344 USD",Future,2018,HOND,CIVIC EXL,1.5L  4,4,JHMFC1F72JX******,CERT OF TITLE-SALVAGE TITLE,"215,892 A",ACTUAL,REAR END,0 USD,0 USD,0,AL - MOBILE,0,N/A,N/A
https://www.copart.com/lot/69693325/salvage-2006-toyota-corolla-ce-al-mobile,69693325,"3,714 USD",Future,2006,TOYT,COROLLA CE,1.8L  4,4,JTDBR32E160******,CERT OF TITLE-SALVAGE TITLE,"176,920 E",EXEMPT,FRONT END,0 USD,0 USD,0,AL - MOBILE,0,N/A,N/A
https://www.copart.com/lot/69640435/salvage-2015-ford-fusion-se-al-mobile,69640435,"8,551 USD",Future,2015,FORD,FUSION SE,1.5L  4,4,3FA6P0HD6FR******,CERT OF TITLE-SALVAGED,"104,500 A",ACTUAL,FRONT END,0 USD,0 USD,0,AL - MOBILE,0,N/A,N/A
https://www.copart.com/lot/69477995/salvage-2019-bmw-x5-xdrive40i-al-mobile,69477995,"30,665 USD",Future,2019,BMW,X5 XDRIVE40I,3.0L  6,6,5UXCR6C56KL******,CERT OF TITLE-SALVAGED,"53,966 N",NOT ACTUAL,FRONT END,0 USD,0 USD,0,AL - MOBILE,0,N/A,N/A
https://www.copart.com/lot/69437235/clean-title-2022-toyota-camry-xle-al-mobile,69437235,"26,981 USD",Future,2022,TOYT,CAMRY XLE,2.5L  4,4,4T1F31AK4NU******,CERTIFICATE OF TITLE,"42,157 A",ACTUAL,REAR END,0 USD,0 USD,0,AL - MOBILE,0,N/A,N/A
https://www.copart.com/lot/69424955/salvage-2002-toyota-camry-le-al-mobile,69424955,"2,791 USD",Future,2002,TOYT,CAMRY LE,2.4L  4,4,4T1BE32K62U******,CERT OF TITLE-SALVAGE TITLE,"251,044 E",EXEMPT,MINOR DENT/SCRATCHES,0 USD,0 USD,0,AL - MOBILE,0,N/A,N/A
https://www.copart.com/lot/69104955/salvage-2006-mazda-3-s-al-mobile,69104955,"3,746 USD",Future,2006,MAZD,3 S,2.3L  4,4,JM1BK323X61******,CERT OF TITLE-SALVAGE TITLE,"203,451 E",EXEMPT,FRONT END,0 USD,0 USD,0,AL - MOBILE,0,N/A,N/A
https://www.copart.com/lot/68940265/salvage-2015-bmw-x3-xdrive28i-al-mobile,68940265,"7,452 USD",Future,2015,BMW,X3 XDRIVE2,2.0L  4,4,5UXWX9C57F0******,CERT OF TITLE-SALVAGE TITLE,"147,123 A",ACTUAL,FRONT END,0 USD,0 USD,0,AL - MOBILE,0,N/A,N/A
https://www.copart.com/lot/68903743/clean-title-2010-ford-f150-supercrew-al-mobile,68903743,"13,191 USD",Future,2010,FORD,F150 SUPER,5.4L  8,8,1FTFW1CVXAF******,BILL OF SALE,"147,670 E",EXEMPT,FRONT END,0 USD,0 USD,0,AL - MOBILE,0,N/A,N/A
https://www.copart.com/lot/68869095/clean-title-2023-toyota-rav4-xle-premium-al-mobile,68869095,"33,204 USD",Future,2023,TOYT,RAV4 XLE P,2.5L  4,4,2T3C1RFV9PC******,E-TITLE STOLEN/UNRECOVERED VEH,0 N,NOT ACTUAL,SIDE,0 USD,0 USD,0,AL - MOBILE,0,N/A,N/A
https://www.copart.com/lot/68757325/salvage-2014-ford-fiesta-se-al-mobile,68757325,"5,354 USD",Future,2014,FORD,FIESTA SE,1.6L  4,4,3FADP4BJ7EM******,CERT OF TITLE-SALVAGED,"80,582 A",ACTUAL,REAR END,0 USD,0 USD,0,AL - MOBILE,0,N/A,N/A
https://www.copart.com/lot/68719725/salvage-2021-hyundai-sonata-sel-al-mobile,68719725,"14,675 USD",Future,2021,HYUN,SONATA SEL,2.5L  4,4,KMHL64JA9MA******,CERT OF TITLE-SALVAGE TITLE,"108,835 A",ACTUAL,SIDE,0 USD,0 USD,0,AL - MOBILE,0,N/A,N/A
https://www.copart.com/lot/68528085/salvage-2013-nissan-quest-s-al-mobile,68528085,"7,839 USD",Future,2013,NISS,QUEST S,3.5L  6,6,JN8AE2KP2D9******,CERT OF TITLE-SALVAGE TITLE,"149,999 A",ACTUAL,SIDE,0 USD,0 USD,0,AL - MOBILE,0,N/A,N/A
https://www.copart.com/lot/68459245/2022-gmc-sierra-k1500-elevation-al-mobile,68459245,"36,661 USD",Future,2022,GMC,SIERRA K15,3.0L  6,6,3GTUUCET4NG******,CERTIFICATE OF TITLE - JUNK,"103,932 A",ACTUAL,FRONT END,0 USD,0 USD,0,AL - MOBILE,0,N/A,N/A
https://www.copart.com/lot/68423005/salvage-2021-chevrolet-equinox-lt-al-mobile,68423005,"16,944 USD",Future,2021,CHEV,EQUINOX LT,1.5L  4,4,3GNAXKEV7ML******,CERT OF TITLE-SALVAGE TITLE,"97,311 A",ACTUAL,REAR END,0 USD,0 USD,0,AL - MOBILE,0,N/A,N/A
https://www.copart.com/lot/68413645/salvage-2017-acura-mdx-technology-al-mobile,68413645,"17,928 USD",Future,2017,ACUR,MDX TECHNOLOGY,3.5L  6,6,5FRYD4H52HB******,CERT OF TITLE-SALVAGED,"117,107 N",NOT ACTUAL,SIDE,0 USD,0 USD,0,AL - MOBILE,0,N/A,N/A
https://www.copart.com/lot/68225745/salvage-2005-mercedes-benz-slk-350-al-mobile,68225745,"8,384 USD",Future,2005,MERZ,SLK 350,3.5L  6,6,WDBWK56FX5F******,CERT OF TITLE-SALVAGE TITLE,"116,296 E",EXEMPT,UNDERCARRIAGE,0 USD,0 USD,0,AL - MOBILE,0,N/A,N/A
https://www.copart.com/lot/68141965/salvage-2015-buick-enclave-al-mobile,68141965,"6,984 USD",Future,2015,BUIC,ENCLAVE,3.6L  6,6,5GAKRBKD6FJ******,CERT OF TITLE-SALVAGE TITLE,"144,937 A",ACTUAL,FRONT END,0 USD,0 USD,0,AL - MOBILE,0,N/A,N/A
https://www.copart.com/lot/68118373/salvage-2014-hyundai-elantra-se-al-mobile,68118373,"8,790 USD",Future,2014,HYUN,ELANTRA SE,1.8L  4,4,5NPDH4AE2EH******,CERT OF TITLE-SALVAGE TITLE,"148,532 A",ACTUAL,FRONT END,0 USD,0 USD,0,AL - MOBILE,0,N/A,N/A
https://www.copart.com/lot/68073864/salvage-2021-mazda-cx-9-touring-al-mobile,68073864,"19,912 USD",Future,2021,MAZD,CX-9 TOURI,2.5L  4,4,JM3TCACY4M0******,CERT OF TITLE-SALVAGE TITLE,"82,255 A",ACTUAL,SIDE,0 USD,0 USD,0,AL - MOBILE,0,N/A,N/A
https://www.copart.com/lot/68032965/salvage-2023-dodge-charger-gt-al-mobile,68032965,"23,977 USD",Future,2023,DODG,CHARGER GT,3.6L  6,6,2C3CDXHG1PH******,CERT OF TITLE-SALVAGED,"51,221 A",ACTUAL,FRONT END,0 USD,0 USD,0,AL - MOBILE,0,N/A,N/A
https://www.copart.com/lot/67998465/salvage-2018-mercedes-benz-c-300-al-mobile,67998465,"12,320 USD",Future,2018,MERZ,C 300,2.0L  4,4,55SWF4JBXJU******,CERT OF TITLE-SALVAGED,"117,242 A",ACTUAL,FRONT END,0 USD,0 USD,0,AL - MOBILE,0,N/A,N/A
https://www.copart.com/lot/67961924/salvage-2012-toyota-rav4-al-mobile,67961924,"11,383 USD",Future,2012,TOYT,RAV4,2.5L  4,4,2T3ZF4DV4CW******,CERT OF TITLE-SALVAGE TITLE,"69,936 A",ACTUAL,REAR END,0 USD,0 USD,0,AL - MOBILE,0,N/A,N/A
https://www.copart.com/lot/67818235/salvage-2025-hyundai-santa-fe-sel-al-mobile,67818235,"35,060 USD",Future,2025,HYUN,SANTA FE S,2.5L  4,4,5NMP24GL6SH******,CERT OF TITLE-SALVAGED,"1,912 A",ACTUAL,FRONT END,0 USD,0 USD,0,AL - MOBILE,0,N/A,N/A
https://www.copart.com/lot/67622865/salvage-2011-nissan-murano-s-al-mobile,67622865,"6,414 USD",Future,2011,NISS,MURANO S,3.5L  6,6,JN8AZ1MUXBW******,CERT OF TITLE-SALVAGE TITLE,"155,649 A",ACTUAL,HAIL,0 USD,0 USD,0,AL - MOBILE,0,N/A,N/A
https://www.copart.com/lot/67573575/salvage-2020-toyota-camry-se-al-mobile,67573575,"25,275 USD",Future,2020,TOYT,CAMRY SE,2.5L  4,4,4T1G31AK7LU******,CERT OF TITLE-SALVAGED,"69,932 A",ACTUAL,FRONT END,0 USD,0 USD,0,AL - MOBILE,0,N/A,N/A
https://www.copart.com/lot/67447145/salvage-2015-jeep-cherokee-sport-al-mobile,67447145,"6,090 USD",Future,2015,JEP,CHEROKEE SPORT,2.4L  4,4,1C4PJLAB6FW******,CERT OF TITLE-SALVAGED,"232,006 A",ACTUAL,REAR END,0 USD,0 USD,0,AL - MOBILE,0,N/A,N/A
https://www.copart.com/lot/67407525/salvage-2018-ram-3500-al-mobile,67407525,"33,064 USD",Future,2018,RAM,3500,6.7L  6,6,3C7WRTCL2JG******,CERT OF TITLE-SALVAGED,"135,248 N",NOT ACTUAL,FRONT END,0 USD,0 USD,0,AL - MOBILE,0,N/A,N/A
https://www.copart.com/lot/67303465/salvage-2013-audi-q7-premium-plus-al-mobile,67303465,"5,618 USD",Future,2013,AUDI,Q7 PREMIUM,3.0L  6,6,WA1LGAFE9DD******,CERT OF TITLE-SALVAGE TITLE,0 N,NOT ACTUAL,SIDE,0 USD,0 USD,0,AL - MOBILE,0,N/A,N/A
https://www.copart.com/lot/67297035/salvage-2005-dodge-dakota-quad-slt-al-mobile,67297035,"4,575 USD",Future,2005,DODG,DAKOTA QUA,4.7L  8,8,1D7HE48N15S******,CERT OF TITLE-SALVAGED,"211,526 E",EXEMPT,FRONT END,0 USD,0 USD,0,AL - MOBILE,0,N/A,N/A
https://www.copart.com/lot/67259165/salvage-2024-kia-telluride-ex-al-mobile,67259165,"38,340 USD",Future,2024,KIA,TELLURIDE,3.8L  6,6,5XYP3DGC5RG******,CERT OF TITLE-SALVAGED,"11,459 A",ACTUAL,SIDE,0 USD,0 USD,0,AL - MOBILE,0,N/A,N/A
https://www.copart.com/lot/67132355/salvage-2023-toyota-camry-se-night-shade-al-mobile,67132355,"26,159 USD",Future,2023,TOYT,CAMRY SE NIGHT SHADE,2.5L  4,4,4T1T11AK3PU******,CERT OF TITLE-SALVAGED,"38,424 A",ACTUAL,REAR END,0 USD,0 USD,0,AL - MOBILE,0,N/A,N/A
https://www.copart.com/lot/67070685/2022-nissan-altima-sr-al-mobile,67070685,"21,023 USD",Future,2022,NISS,ALTIMA SR,2.5L  4,4,1N4BL4CV0NN******,CERT OF TITLE-PARTS ONLY SALVG,"32,733 A",ACTUAL,SIDE,0 USD,0 USD,0,AL - MOBILE,0,N/A,N/A
https://www.copart.com/lot/67057315/salvage-2020-ford-escape-se-al-mobile,67057315,"18,504 USD",Future,2020,FORD,ESCAPE SE,1.5L  3,3,1FMCU9G6XLU******,CERT OF TITLE-SALVAGE TITLE,0 N,NOT ACTUAL,FRONT END,0 USD,0 USD,0,AL - MOBILE,0,N/A,N/A
https://www.copart.com/lot/67008005/clean-title-2021-chevrolet-malibu-lt-al-mobile,67008005,"12,944 USD",Future,2021,CHEV,MALIBU LT,1.5L  4,4,1G1ZD5ST5MF******,CERTIFICATE OF TITLE,"100,562 A",ACTUAL,FRONT END,0 USD,0 USD,0,AL - MOBILE,0,N/A,N/A
https://www.copart.com/lot/66946275/salvage-2020-toyota-camry-xse-al-mobile,66946275,"23,068 USD",Future,2020,TOYT,CAMRY XSE,2.5L  4,4,4T1K61AK6LU******,CERT OF TITLE-SALVAGE TITLE,"51,310 A",ACTUAL,REAR END,0 USD,0 USD,0,AL - MOBILE,0,N/A,N/A
https://www.copart.com/lot/66946065/2019-ford-fusion-titanium-al-mobile,66946065,$1 USD,Future,2019,FORD,FUSION TIT,2.0L  4,4,3FA6P0K91KR******,CERT OF TITLE-PARTS ONLY SALVG,0 N,NOT ACTUAL,BURN,0 USD,0 USD,0,AL - MOBILE,0,N/A,N/A
https://www.copart.com/lot/66945975/salvage-2016-kia-sorento-ex-al-mobile,66945975,"9,834 USD",Future,2016,KIA,SORENTO EX,3.3L  6,6,5XYPH4A51GG******,CERT OF TITLE-SALVAGE TITLE,"124,105 A",ACTUAL,SIDE,0 USD,0 USD,0,AL - MOBILE,0,N/A,N/A
https://www.copart.com/lot/66945525/salvage-2011-nissan-sentra-2-0-al-mobile,66945525,"1,787 USD",Future,2011,NISS,SENTRA 2.0,2.0L  4,4,3N1AB6APXBL******,CERT OF TITLE-SALVAGE TITLE,"183,657 A",ACTUAL,FRONT END,0 USD,0 USD,0,AL - MOBILE,0,N/A,N/A
https://www.copart.com/lot/66880985/salvage-2023-bmw-m340i-al-mobile,66880985,"45,651 USD",Future,2023,BMW,M340I,3.0L  6,6,3MW49FS02P8******,CERT OF TITLE-SALVAGE TITLE,"36,799 A",ACTUAL,FRONT END,"10,100 USD",0 USD,0,AL - MOBILE,0,N/A,N/A
https://www.copart.com/lot/66863575/salvage-2024-toyota-corolla-le-al-mobile,66863575,"21,723 USD",Future,2024,TOYT,COROLLA LE,2.0L  4,4,5YFB4MDE2RP******,CERT OF TITLE-SALVAGE TITLE,"10,563 A",ACTUAL,FRONT END,0 USD,0 USD,0,AL - MOBILE,0,N/A,N/A
https://www.copart.com/lot/66595215/salvage-2023-volkswagen-tiguan-se-r-line-black-al-mobile,66595215,"24,673 USD",Future,2023,VOLK,TIGUAN SE R-LINE BLACK,2.0L  4,4,3VVCB7AX5PM******,CERT OF TITLE-SALVAGE TITLE,"20,707 A",ACTUAL,FRONT END,0 USD,0 USD,0,AL - MOBILE,0,N/A,N/A
https://www.copart.com/lot/66389154/salvage-2013-toyota-camry-l-al-mobile,66389154,"7,993 USD",Future,2013,TOYT,CAMRY L,2.5L  4,4,4T1BF1FK3DU******,CERT OF TITLE-SALVAGE TITLE,"182,995 A",ACTUAL,REAR END,0 USD,0 USD,0,AL - MOBILE,0,N/A,N/A
https://www.copart.com/lot/66040235/2013-chevrolet-avalanche-ltz-al-mobile,66040235,"12,156 USD",Future,2013,CHEV,AVALANCHE LTZ,5.3L  8,8,3GNMCGE02DG******,CERTIFICATE OF TITLE - JUNK,0 N,NOT ACTUAL,BURN,0 USD,0 USD,0,AL - MOBILE,0,N/A,N/A
https://www.copart.com/lot/65794945/salvage-2021-nissan-rogue-sport-s-al-mobile,65794945,"13,223 USD",Future,2021,NISS,ROGUE SPOR,2.0L  4,4,JN1BJ1AV7MW******,CERT OF TITLE-SALVAGE TITLE,"97,525 A",ACTUAL,FRONT END,0 USD,0 USD,0,AL - MOBILE,0,N/A,N/A
https://www.copart.com/lot/64953205/salvage-2007-nissan-murano-sl-al-mobile,64953205,"3,281 USD",Future,2007,NISS,MURANO SL,3.5L  6,6,JN8AZ08T27W******,CERT OF TITLE-SALVAGE TITLE,"182,414 E",EXEMPT,REAR END,0 USD,0 USD,0,AL - MOBILE,0,N/A,N/A
https://www.copart.com/lot/64952905/salvage-2008-lincoln-navigator-al-mobile,64952905,"5,990 USD",Future,2008,LINC,NAVIGATOR,5.4L  8,8,5LMFU27528L******,CERT OF TITLE-SALVAGE TITLE,0 E,EXEMPT,FRONT END,0 USD,0 USD,0,AL - MOBILE,0,N/A,N/A
https://www.copart.com/lot/64849925/salvage-2021-hyundai-sonata-se-al-mobile,64849925,"14,166 USD",Future,2021,HYUN,SONATA SE,2.5L  4,4,5NPEG4JA2MH******,CERT OF TITLE-SALVAGE TITLE,"132,296 A",ACTUAL,FRONT END,0 USD,0 USD,0,AL - MOBILE,0,N/A,N/A
https://www.copart.com/lot/64745865/clean-title-2023-honda-ridgeline-rtl-al-mobile,64745865,"30,668 USD",Future,2023,HOND,RIDGELINE,3.5L  6,6,5FPYK3F55PB******,CERTIFICATE OF TITLE,"43,853 A",ACTUAL,REAR END,450 USD,0 USD,0,AL - MOBILE,0,N/A,N/A
https://www.copart.com/lot/64699914/2018-dodge-durango-sxt-al-mobile,64699914,"13,381 USD",Future,2018,DODG,DURANGO SX,3.6L  6,6,1C4RDHAG9JC******,CERT OF TITLE-PARTS ONLY SALVG,"152,479 A",ACTUAL,ROLLOVER,0 USD,0 USD,0,AL - MOBILE,0,N/A,N/A
https://www.copart.com/lot/64311324/salvage-2017-nissan-maxima-3-5s-al-mobile,64311324,"11,587 USD",Future,2017,NISS,MAXIMA 3.5,3.5L  6,6,1N4AA6APXHC******,CERT OF TITLE-SALVAGE TITLE,"84,749 A",ACTUAL,REAR END,0 USD,0 USD,0,AL - MOBILE,0,N/A,N/A
https://www.copart.com/lot/63761635/salvage-2017-chrysler-pacifica-touring-l-al-mobile,63761635,"14,759 USD",Future,2017,CHRY,PACIFICA T,3.6L  6,6,2C4RC1BG3HR******,CERT OF TITLE-SALVAGE TITLE,0 N,NOT ACTUAL,SIDE,0 USD,0 USD,0,AL - MOBILE,0,N/A,N/A
https://www.copart.com/lot/63673572/salvage-2018-honda-civic-touring-al-mobile,63673572,"23,126 USD",Future,2018,HOND,CIVIC TOUR,1.5L  4,4,JHMFC1F9XJX******,CERT OF TITLE-SALVAGE TITLE,"58,626 A",ACTUAL,REAR END,0 USD,0 USD,0,AL - MOBILE,0,N/A,N/A
https://www.copart.com/lot/63650635/salvage-2021-chevrolet-silverado-k1500-lt-trail-boss-al-mobile,63650635,"36,817 USD",Future,2021,CHEV,SILVERADO,6.2L  8,8,1GCPYFEL2MZ******,CERT OF TITLE-FLOOD SALVAGE,"79,168 A",ACTUAL,WATER/FLOOD,0 USD,0 USD,0,AL - MOBILE,0,N/A,N/A
https://www.copart.com/lot/63473105/2024-hyundai-santa-cruz-night-al-mobile,63473105,"29,395 USD",Future,2024,HYUN,SANTA CRUZ NIGHT,2.5L  4,4,5NTJCDDF5RH******,CERTIFICATE OF TITLE - JUNK,0 N,NOT ACTUAL,SIDE,0 USD,0 USD,0,AL - MOBILE,0,N/A,N/A
https://www.copart.com/lot/63236655/salvage-2018-chevrolet-traverse-premier-al-mobile,63236655,$1 USD,Future,2018,CHEV,TRAVERSE P,3.6L  6,6,1GNERKKW6JJ******,CERT OF TITLE-SALVAGE TITLE,"89,175 A",ACTUAL,REAR END,0 USD,0 USD,0,AL - MOBILE,0,N/A,N/A
https://www.copart.com/lot/62936595/salvage-2023-gmc-acadia-at4-al-mobile,62936595,"34,315 USD",Future,2023,GMC,ACADIA AT4,3.6L  6,6,1GKKNLLS3PZ******,CERT OF TITLE SLVG REBUILDABLE,"30,663 A",ACTUAL,FRONT END,275 USD,0 USD,0,AL - MOBILE,0,N/A,N/A
https://www.copart.com/lot/62824345/clean-title-2010-chevrolet-avalanche-lt-al-mobile,62824345,"6,031 USD",Future,2010,CHEV,AVALANCHE,5.3L  8,8,3GNVKFE00AG******,CERTIFICATE OF TITLE,"263,888 E",EXEMPT,FRONT END,0 USD,0 USD,0,AL - MOBILE,0,N/A,N/A
https://www.copart.com/lot/62343325/salvage-2015-toyota-sienna-xle-al-mobile,62343325,"15,770 USD",Future,2015,TOYT,SIENNA XLE,3.5L  6,6,5TDYK3DC6FS******,SALVAGE CERTIFICATE OF A VEHIC,"103,468 A",ACTUAL,FRONT END,0 USD,0 USD,0,AL - MOBILE,0,N/A,N/A
https://www.copart.com/lot/62287615/salvage-2010-toyota-rav4-al-mobile,62287615,"5,751 USD",Future,2010,TOYT,RAV4,2.5L  4,4,JTMBF4DV5AD******,CERT OF TITLE-SALVAGE TITLE,"138,851 E",EXEMPT,SIDE,0 USD,0 USD,0,AL - MOBILE,0,N/A,N/A
https://www.copart.com/lot/62282055/salvage-2010-mazda-6-s-al-mobile,62282055,"3,580 USD",Future,2010,MAZD,6 S,3.7L  6,6,1YVHZ8CBXA5******,CERT OF TITLE-SALVAGE TITLE,"228,746 E",EXEMPT,REAR END,0 USD,0 USD,0,AL - MOBILE,0,N/A,N/A
https://www.copart.com/lot/62281775/salvage-2014-chevrolet-impala-limited-ls-al-mobile,62281775,"6,410 USD",Future,2014,CHEV,IMPALA LIM,3.6L  6,6,2G1WA5E31E1******,CERT OF TITLE-SALVAGE TITLE,"157,658 N",NOT ACTUAL,FRONT END,0 USD,0 USD,0,AL - MOBILE,0,N/A,N/A
https://www.copart.com/lot/61973435/salvage-2012-dodge-ram-1500-slt-al-mobile,61973435,"10,656 USD",Future,2012,DODG,RAM 1500 S,5.7L  8,8,1C6RD6LT5CS******,CERT OF TITLE-SALVAGE TITLE,0 N,NOT ACTUAL,ROLLOVER,0 USD,0 USD,0,AL - MOBILE,0,N/A,N/A
https://www.copart.com/lot/61841584/salvage-2015-bmw-x5-xdrive35i-al-mobile,61841584,"14,802 USD",Future,2015,BMW,X5 XDRIVE3,3.0L  6,6,5UXKR0C57F0******,CERT OF TITLE-SALVAGE TITLE,"125,048 A",ACTUAL,FRONT END,0 USD,0 USD,0,AL - MOBILE,0,N/A,N/A
https://www.copart.com/lot/61401015/clean-title-2002-chevrolet-silverado-k2500-heavy-duty-al-mobile,61401015,$1 USD,Future,2002,CHEV,2500,6.0L  8,8,1GCHK29U02E******,CERTIFICATE OF TITLE,"210,108 E",EXEMPT,FRONT END,0 USD,0 USD,0,AL - MOBILE,0,N/A,N/A
https://www.copart.com/lot/61400555/salvage-2015-chevrolet-equinox-lt-al-mobile,61400555,"3,963 USD",Future,2015,CHEV,EQUINOX LT,2.4L  4,4,2GNALCEK8F1******,CERT OF TITLE-SALVAGE TITLE,"239,890 A",ACTUAL,FRONT END,0 USD,0 USD,0,AL - MOBILE,0,N/A,N/A
https://www.copart.com/lot/61400355/salvage-2020-ram-1500-laramie-al-mobile,61400355,"20,883 USD",Future,2020,RAM,1500 LARAM,5.7L  8,8,1C6RREDT7LN******,CERT OF TITLE-SALVAGE TITLE,"134,217 A",ACTUAL,FRONT END,0 USD,0 USD,0,AL - MOBILE,0,N/A,N/A
https://www.copart.com/lot/61399265/salvage-2017-ford-explorer-xlt-al-mobile,61399265,"10,529 USD",Future,2017,FORD,EXPLORER X,2.3L  4,4,1FM5K8DH6HG******,CERT OF TITLE-SALVAGE TITLE,"120,114 A",ACTUAL,FRONT END,0 USD,0 USD,0,AL - MOBILE,0,N/A,N/A
https://www.copart.com/lot/60883244/salvage-2018-honda-civic-touring-al-mobile,60883244,"16,950 USD",Future,2018,HOND,CIVIC TOUR,1.5L  4,4,JHMFC1F93JX******,CERT OF TITLE-SALVAGE TITLE,"143,300 A",ACTUAL,REAR END,0 USD,0 USD,0,AL - MOBILE,0,N/A,N/A
https://www.copart.com/lot/60622655/salvage-2011-kia-soul-+-al-mobile,60622655,"3,907 USD",Future,2011,KIA,SOUL +,2.0L  4,4,KNDJT2A21B7******,CERT OF TITLE-SALVAGE TITLE,"179,334 A",ACTUAL,FRONT END,0 USD,0 USD,0,AL - MOBILE,0,N/A,N/A
https://www.copart.com/lot/60622435/salvage-2007-jeep-wrangler-x-al-mobile,60622435,"6,079 USD",Future,2007,JEP,WRANGLER X,3.8L  6,6,1J4GB39157L******,CERT OF TITLE-FLOOD VEHICLE,"237,258 A",ACTUAL,WATER/FLOOD,0 USD,0 USD,0,AL - MOBILE,0,N/A,N/A
https://www.copart.com/lot/60414634/salvage-2017-chevrolet-cruze-lt-al-mobile,60414634,"4,061 USD",Future,2017,CHEV,CRUZE LT,1.4L  4,4,1G1BE5SM8H7******,CERT OF TITLE-SALVAGE TITLE,"185,066 A",ACTUAL,FRONT END,0 USD,0 USD,0,AL - MOBILE,0,N/A,N/A
https://www.copart.com/lot/60227175/salvage-2018-ford-fiesta-se-al-mobile,60227175,"6,701 USD",Future,2018,FORD,FIESTA SE,1.6L  4,4,3FADP4BJ8JM******,CERT OF TITLE-SALVAGE TITLE,"55,466 A",ACTUAL,FRONT END,0 USD,0 USD,0,AL - MOBILE,0,N/A,N/A
https://www.copart.com/lot/60073565/clean-title-2013-buick-verano-al-mobile,60073565,$1 USD,Future,2013,ASTO,DB11,2.4L  4,4,1G4PS5SK9D4******,CERTIFICATE OF TITLE,0 N,NOT ACTUAL,REAR END,0 USD,0 USD,0,AL - MOBILE,0,N/A,N/A
