Lot URL,Lot/Inv #,Est. Retail value,Sale date,Year,Make,Model,Engine type,Cylinders,VIN,Title code,Odometer,Odometer description,Damage description,Current bid,My bid,Item number,Sale name,Auto grade,Sale light,Announcements
https://www.copart.com/lot/81122965/salvage-2017-toyota-camry-le-al-birmingham,81122965,"14,485 USD",11/04/2025 12:00 pm CST,2017,TOYT,CAMRY LE,2.5L  4,4,4T1BF1FK9HU******,CERT OF TITLE-SALVAGE TITLE,"107,941 A",ACTUAL,FRONT END,"3,500 USD",0 USD,2326,AL - BIRMINGHAM,0,N/A,N/A
https://www.copart.com/lot/81122355/clean-title-2015-ford-f150-supercrew-al-birmingham,81122355,"16,989 USD",11/04/2025 12:00 pm CST,2015,FORD,F150 SUPER,3.5L  6,6,1FTEW1C8XFF******,CERTIFICATE OF TITLE,"144,188 A",ACTUAL,REAR END,0 USD,0 USD,2266,AL - BIRMINGHAM,0,N/A,N/A
https://www.copart.com/lot/81066175/salvage-2019-kia-sorento-lx-al-birmingham,81066175,"15,350 USD",11/04/2025 12:00 pm CST,2019,KIA,SORENTO LX,3.3L  6,6,5XYPG4A52KG******,CERT OF TITLE-SALVAGE TITLE,"69,163 A",ACTUAL,FRONT END,0 USD,0 USD,2001,AL - BIRMINGHAM,0,N/A,N/A
https://www.copart.com/lot/81041585/clean-title-2025-mazda-cx-50-premium-plus-al-birmingham,81041585,"39,474 USD",11/04/2025 12:00 pm CST,2025,MAZD,CX-50 PREM,2.5L  4,4,7MMVAAEW6SN******,CERTIFICATE OF TITLE,"6,720 A",ACTUAL,NORMAL WEAR,0 USD,0 USD,0,AL - BIRMINGHAM,0,N/A,N/A
https://www.copart.com/lot/80934115/salvage-2019-ford-escape-titanium-al-birmingham,80934115,"13,257 USD",11/04/2025 12:00 pm CST,2019,FORD,ESCAPE TITANIUM,2.0L  4,4,1FMCU0J96KU******,CERT OF TITLE-SALVAGE TITLE,"110,998 A",ACTUAL,FRONT END,0 USD,0 USD,2360,AL - BIRMINGHAM,0,N/A,N/A
https://www.copart.com/lot/80867615/2018-nissan-sentra-s-al-birmingham,80867615,"3,821 USD",11/04/2025 12:00 pm CST,2018,NISS,SENTRA S,1.8L  4,4,3N1AB7AP0JY******,CERT OF TITLE-PARTS ONLY SALVG,0 N,NOT ACTUAL,BURN,0 USD,0 USD,4086,AL - BIRMINGHAM,0,N/A,N/A
https://www.copart.com/lot/80860845/clean-title-2023-chevrolet-colorado-trail-boss-al-birmingham,80860845,"39,060 USD",11/04/2025 12:00 pm CST,2023,CHEV,COLORADO T,2.7L  4,4,1GCPTEEK9P1******,CERTIFICATE OF TITLE,"15,216 A",ACTUAL,FRONT END,0 USD,0 USD,0,AL - BIRMINGHAM,0,N/A,N/A
https://www.copart.com/lot/80843225/clean-title-2017-mitsubishi-outlander-sport-es-al-birmingham,80843225,$1 USD,11/04/2025 12:00 pm CST,2017,MITS,OUTLANDER,2.0L  4,4,JA4AP3AU0HZ******,CERTIFICATE OF TITLE (P),"84,934 A",ACTUAL,MINOR DENT/SCRATCHES,0 USD,0 USD,57,AL - BIRMINGHAM,0,N/A,N/A
https://www.copart.com/lot/80810825/salvage-2019-tesla-model-3-al-mobile-south,80810825,"28,701 USD",11/04/2025 12:00 pm CST,2019,TESL,MODEL 3,,,5YJ3E1EA6KF******,CERT OF TITLE-SALVAGE TITLE,"45,667 A",ACTUAL,UNDERCARRIAGE,0 USD,0 USD,2520,AL - MOBILE SOUTH,0,N/A,N/A
https://www.copart.com/lot/80799755/salvage-2023-toyota-corolla-le-al-birmingham,80799755,"19,809 USD",11/04/2025 12:00 pm CST,2023,TOYT,COROLLA LE,2.0L  4,4,5YFB4MDE7PP******,CERT OF TITLE-SALVAGE TITLE,"35,603 N",NOT ACTUAL,FRONT END,0 USD,0 USD,2287,AL - BIRMINGHAM,0,N/A,N/A
https://www.copart.com/lot/80762295/salvage-2025-toyota-tacoma-double-cab-al-birmingham,80762295,"63,940 USD",11/04/2025 12:00 pm CST,2025,TOYT,TACOMA DOUBLE CAB,2.4L  4,4,3TYLC5LN1ST******,CERT OF TITLE-SALVAGE TITLE,0 N,NOT ACTUAL,FRONT END,175 USD,0 USD,4013,AL - BIRMINGHAM,0,N/A,N/A
https://www.copart.com/lot/80745235/salvage-2015-nissan-murano-s-al-birmingham,80745235,"7,742 USD",11/04/2025 12:00 pm CST,2015,NISS,MURANO S,3.5L  6,6,5N1AZ2MG1FN******,CERT OF TITLE-SALVAGE TITLE,"129,540 A",ACTUAL,FRONT END,0 USD,0 USD,2349,AL - BIRMINGHAM,0,N/A,N/A
